date,equity,daily_return
2026-02-17,1.0,0.0
2026-02-18,0.9995,-0.0004999999999999449
2026-02-19,0.9949372245322641,-0.004565057996734345
2026-02-20,1.0132116415594856,0.018367407085218446
2026-02-23,1.006567178958761,-0.006557822993918494
2026-02-24,1.0076241503709278,0.0010500753792312967
2026-02-25,1.01233065641835,0.004670894445800711
2026-02-26,0.9921988229822629,-0.01988661837755068
2026-02-27,0.9941321204416257,0.0019484980374717686
2026-03-02,0.992501310555067,-0.0016404357660572133
2026-03-03,0.9672770076669882,-0.025414881189397942
2026-03-04,0.9830693866984281,0.016326635396338274
2026-03-05,0.9721441625161158,-0.011113380530548223
2026-03-06,0.935881579470223,-0.03730165179620837
2026-03-09,0.9645559891627027,0.030638929455916397
2026-03-10,0.971112692980011,0.00679763942267364
2026-03-11,0.9790291145042724,0.008151908199210744
2026-03-12,0.9562899790912633,-0.023226209594924052
2026-03-13,0.9706038821727194,0.014968161744263186
2026-03-16,0.9847928542619038,0.014618705271837618
2026-03-17,1.0009738166187343,0.016430828358272365
2026-03-18,0.9897188552057832,-0.011244011807391874
2026-03-19,0.9844895794002149,-0.005283597233762927
2026-03-20,0.9724045853308457,-0.012275390539665976
2026-03-23,0.9717385659222869,-0.0006849200616759754
2026-03-24,0.9850250230953438,0.013672872147918236
2026-03-25,0.9772635158043993,-0.007879502661317872
2026-03-26,0.9563607400787729,-0.021389088395898037
2026-03-27,0.9383251059013527,-0.018858609959182093
2026-03-30,0.9060378440684655,-0.03440946174180437
2026-03-31,0.9394647760497776,0.036893527351144595
2026-04-01,0.9496610326279404,0.010853261173916051
2026-04-02,0.9476308341905638,-0.0021378137752567916
2026-04-06,0.9563213950078767,0.00917082950845094
2026-04-07,0.9585898326861094,0.0023720453082762827
2026-04-08,0.9959711423318162,0.03899614660105333
2026-04-09,1.0108988405310413,0.014988083052562828
2026-04-10,1.0128819491926364,0.0019617280998693865
2026-04-13,1.02266912749413,0.00966270384154333
2026-04-14,1.0464796495731299,0.023282723061508026
2026-04-15,1.0495090342654525,0.0028948338303169674
2026-04-16,1.0333644341110648,-0.015383002553843839
2026-04-17,1.0437718597120227,0.010071399070271658
2026-04-20,1.0472657693912133,0.003347388269458129
2026-04-21,1.0465743423746576,-0.0006602211556647752
2026-04-22,1.0720347359060678,0.024327362615866432
2026-04-23,1.0771571222576717,0.00477819065002083
2026-04-24,1.0947461069011182,0.016329079834314975
2026-04-27,1.1013541674358578,0.006036158058095209
2026-04-28,1.083281283213776,-0.016409693408759418
2026-04-29,1.0919084989140233,0.007963966362137143
2026-04-30,1.1026872936187866,0.009871518277844382
2026-05-01,1.1110689263675222,0.0076010967000705865
2026-05-04,1.115499815185945,0.003987951344214924
2026-05-05,1.1337565068070985,0.016366377988247693
2026-05-06,1.1584194059215367,0.021753259157818894
2026-05-07,1.1443956366317813,-0.012105951625179578
2026-05-08,1.1815087284042434,0.03243029821547938
2026-05-11,1.187965702543223,0.005465024492625314
2026-05-12,1.1747298328338145,-0.011141626126977333
2026-05-13,1.2036960002751937,0.024657726935821245
2026-05-14,1.2110500108390532,0.00610952479876814
2026-05-15,1.177974193054584,-0.027311686130577884
2026-05-18,1.1659072740936502,-0.010243788897992046
2026-05-19,1.1543885434691459,-0.009879628406520347
2026-05-20,1.1592419626536423,0.004204320297489295
2026-05-21,1.150930344282367,-0.0071698736234918625
2026-05-22,1.1548460334287844,0.0034021947252236284
2026-05-26,1.183193937758918,0.02454691232385975
2026-05-27,1.1736714908299863,-0.008048086306939761
2026-05-28,1.1793886615268723,0.0048711847749176584
2026-05-29,1.1817871180082244,0.002033643835652077
2026-06-01,1.2023580332600925,0.017406616588051982
2026-06-02,1.2411739689663033,0.03228317575336903
2026-06-03,1.246838414979761,0.004563780868023892
2026-06-04,1.232385207423123,-0.011591885029362481
2026-06-05,1.159017061325962,-0.05953345241020158
2026-06-08,1.1901868372789377,0.026893284829919706
2026-06-09,1.1901868372789377,0.0
2026-06-10,1.1901868372789377,0.0
2026-06-11,1.1901868372789377,0.0
2026-06-12,1.1901868372789377,0.0
2026-06-15,1.1901868372789377,0.0
2026-06-16,1.1901868372789377,0.0
2026-06-17,1.1901868372789377,0.0
2026-06-18,1.1901868372789377,0.0
2026-06-22,1.1901868372789377,0.0
2026-06-23,1.1901868372789377,0.0
2026-06-24,1.1901868372789377,0.0
2026-06-25,1.1901868372789377,0.0
2026-06-26,1.1901868372789377,0.0
2026-06-29,1.1901868372789377,0.0
2026-06-30,1.1901868372789377,0.0
2026-07-01,1.1901868372789377,0.0
2026-07-02,1.1901868372789377,0.0
2026-07-06,1.1901868372789377,0.0
2026-07-07,1.1901868372789377,0.0
2026-07-08,1.1901868372789377,0.0
2026-07-09,1.1901868372789377,0.0
2026-07-10,1.1901868372789377,0.0
2026-07-13,1.1901868372789377,0.0
2026-07-14,1.1901868372789377,0.0
2026-07-15,1.1901868372789377,0.0
2026-07-16,1.1901868372789377,0.0
2026-07-17,1.1901868372789377,0.0
2026-07-20,1.1901868372789377,0.0
2026-07-21,1.1901868372789377,0.0
2026-07-22,1.1901868372789377,0.0
2026-07-23,1.1901868372789377,0.0
2026-07-24,1.1901868372789377,0.0
2026-07-27,1.1901868372789377,0.0
2026-07-28,1.1901868372789377,0.0
2026-07-29,1.1901868372789377,0.0
2026-07-30,1.1901868372789377,0.0
2026-07-31,1.1901868372789377,0.0
